Treatment,Cage_ID,Sampling_day,Date_setup_cage,Aphid_clone,plant_height,Plant_Age,Planted_on,No_of_leaves,Position_of_cage,Climate_chamber,Aphids,Ladybird_adults,Ladybird_larvae,Total_ladybirds,Plant_survival,Aphids_orig,Total_ladybirds_orig,Plant_survival_orig,Aphids_flag,Ladybirds_flag,Survival_flag
Dropper,16,13,8/21/2024,2,"43,38",4.5,7/16/2024,44,2,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,16,14,8/21/2024,2,"43,38",4.5,7/16/2024,44,2,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,16,15,8/21/2024,2,"43,38",4.5,7/16/2024,44,2,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,16,16,8/21/2024,2,"43,38",4.5,7/16/2024,44,2,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,16,17,8/21/2024,2,"43,38",4.5,7/16/2024,44,2,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,16,18,8/21/2024,2,"43,38",4.5,7/16/2024,44,2,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,16,19,8/21/2024,2,"43,38",4.5,7/16/2024,44,2,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,16,20,8/21/2024,2,"43,38",4.5,7/16/2024,44,2,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,16,21,8/21/2024,2,"43,38",4.5,7/16/2024,44,2,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,16,22,8/21/2024,2,"43,38",4.5,7/16/2024,44,2,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,16,23,8/21/2024,2,"43,38",4.5,7/16/2024,44,2,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,16,24,8/21/2024,2,"43,38",4.5,7/16/2024,44,2,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Non-dropper,17,-2,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Non-dropper,17,0,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,112,3,0,3,1,112,3,1,Observed,Observed,Observed
Non-dropper,17,1,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,72,3,0,3,1,72,3,1,Observed,Observed,Observed
Non-dropper,17,2,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,89,3,0,3,1,89,3,1,Observed,Observed,Observed
Non-dropper,17,3,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,72,3,0,3,1,72,3,1,Observed,Observed,Observed
Non-dropper,17,4,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,81,3,0,3,1,81,3,1,Observed,Observed,Observed
Non-dropper,17,5,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,57,3,0,3,1,57,3,1,Observed,Observed,Observed
Non-dropper,17,6,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,71.5,NA,NA,3,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Non-dropper,17,7,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,86,3,0,3,1,86,3,1,Observed,Observed,Observed
Non-dropper,17,8,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,80,3,0,3,1,80,3,1,Observed,Observed,Observed
Non-dropper,17,9,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,136,3,0,3,1,136,3,1,Observed,Observed,Observed
Non-dropper,17,10,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,187,3,0,3,1,187,3,1,Observed,Observed,Observed
Non-dropper,17,11,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,169,2,4,6,1,169,6,1,Observed,Observed,Observed
Non-dropper,17,12,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,197.5,NA,NA,5.5,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Non-dropper,17,13,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,226,3,2,5,1,226,5,1,Observed,Observed,Observed
Non-dropper,17,14,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,262,2,4,6,1,262,6,1,Observed,Observed,Observed
Non-dropper,17,15,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,296,2,4,6,1,296,6,1,Observed,Observed,Observed
Non-dropper,17,16,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,322,2,5,7,1,322,7,1,Observed,Observed,Observed
Non-dropper,17,17,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,377,2,4,6,1,377,6,1,Observed,Observed,Observed
Non-dropper,17,18,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,436,2,5,7,1,436,7,1,Observed,Observed,Observed
Non-dropper,17,19,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,536,2,4,6,1,536,6,1,Observed,Observed,Observed
Non-dropper,17,20,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,606,NA,NA,6.5,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Non-dropper,17,21,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,676,2,5,7,1,676,7,1,Observed,Observed,Observed
Non-dropper,17,22,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,793,2,5,7,1,793,7,1,Observed,Observed,Observed
Non-dropper,17,23,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,863,2,5,7,1,863,7,1,Observed,Observed,Observed
Non-dropper,17,24,8/21/2024,2,"29,45",4.5,7/16/2024,43,3,W0,1096,2,5,7,1,1096,7,1,Observed,Observed,Observed
Mix,18,-2,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mix,18,0,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,134,3,0,3,1,134,3,1,Observed,Observed,Observed
Mix,18,1,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,76,3,0,3,1,76,3,1,Observed,Observed,Observed
Mix,18,2,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,67,3,0,3,1,67,3,1,Observed,Observed,Observed
Mix,18,3,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,56,3,0,3,1,56,3,1,Observed,Observed,Observed
Mix,18,4,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,32,3,0,3,1,32,3,1,Observed,Observed,Observed
Mix,18,5,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,10,3,0,3,1,10,3,1,Observed,Observed,Observed
Mix,18,6,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,10.5,NA,NA,6,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Mix,18,7,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,11,3,6,9,1,11,9,1,Observed,Observed,Observed
Mix,18,8,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,6,3,8,11,1,6,11,1,Observed,Observed,Observed
Mix,18,9,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,18,10,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,18,11,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,18,12,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,0,NA,NA,3,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Mix,18,13,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,18,14,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,18,15,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,18,16,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,18,17,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,18,18,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,18,19,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,18,20,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,18,21,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,18,22,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,18,23,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Mix,18,24,8/21/2024,2,"40,43",4.5,7/16/2024,43,1,W0,0,3,0,3,1,0,3,1,Observed,Observed,Observed
Dropper,19,-2,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Dropper,19,0,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,162,3,0,3,1,162,3,1,Observed,Observed,Observed
Dropper,19,1,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,252,3,0,3,1,252,3,1,Observed,Observed,Observed
Dropper,19,2,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,272,3,0,3,1,272,3,1,Observed,Observed,Observed
Dropper,19,3,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,226,3,0,3,1,226,3,1,Observed,Observed,Observed
Dropper,19,4,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,212,3,0,3,1,212,3,1,Observed,Observed,Observed
Dropper,19,5,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,197,3,0,3,1,197,3,1,Observed,Observed,Observed
Dropper,19,6,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,217.5,NA,NA,3,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Dropper,19,7,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,238,3,0,3,1,238,3,1,Observed,Observed,Observed
Dropper,19,8,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,274,3,16,19,1,274,19,1,Observed,Observed,Observed
Dropper,19,9,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,422,3,11,14,1,422,14,1,Observed,Observed,Observed
Dropper,19,10,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,547,3,52,55,1,547,55,1,Observed,Observed,Observed
Dropper,19,11,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,522,3,78,81,1,522,81,1,Observed,Observed,Observed
Dropper,19,12,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,456,3,76,79,1,456,79,1,Observed,Observed,Observed
Dropper,19,13,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,536,3,87,90,1,536,90,1,Observed,Observed,Observed
Dropper,19,14,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,462.5,NA,NA,97.5,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Dropper,19,15,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,389,3,102,105,1,389,105,1,Observed,Observed,Observed
Dropper,19,16,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,272,3,122,125,1,272,125,1,Observed,Observed,Observed
Dropper,19,17,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,82,3,126,129,1,82,129,1,Observed,Observed,Observed
Dropper,19,18,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,4,3,127,130,0,4,130,1,Observed,Observed,Observed
Dropper,19,19,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,0,3,108,111,0,0,111,1,Observed,Observed,Observed
Dropper,19,20,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,0,3,108,111,0,0,111,1,Observed,Observed,Observed
Dropper,19,21,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,0,3,98,101,0,0,101,1,Observed,Observed,Observed
Dropper,19,22,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,0,3,79,82,0,0,82,1,Observed,Observed,Observed
Dropper,19,23,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,0,3,56,59,0,0,59,1,Observed,Observed,Observed
Dropper,19,24,8/29/2024,3,"49,39",4,08/01/2024,61,4,W0,0,3,39,42,0,0,42,1,Observed,Observed,Observed
Non-dropper,20,-2,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Non-dropper,20,0,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,145,3,0,3,1,145,3,1,Observed,Observed,Observed
Non-dropper,20,1,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,232,3,0,3,1,232,3,1,Observed,Observed,Observed
Non-dropper,20,2,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,212,3,0,3,1,212,3,1,Observed,Observed,Observed
Non-dropper,20,3,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,289,3,0,3,1,289,3,1,Observed,Observed,Observed
Non-dropper,20,4,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,286,3,0,3,1,286,3,1,Observed,Observed,Observed
Non-dropper,20,5,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,346,3,0,3,1,346,3,1,Observed,Observed,Observed
Non-dropper,20,6,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,389,NA,NA,3,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Non-dropper,20,7,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,432,3,0,3,1,432,3,1,Observed,Observed,Observed
Non-dropper,20,8,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,621,3,0,3,1,621,3,1,Observed,Observed,Observed
Non-dropper,20,9,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,836,3,0,3,1,836,3,1,Observed,Observed,Observed
Non-dropper,20,10,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,972,3,2,5,1,972,5,1,Observed,Observed,Observed
Non-dropper,20,11,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,1126,3,22,25,1,1126,25,1,Observed,Observed,Observed
Non-dropper,20,12,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,986,3,19,22,1,986,22,1,Observed,Observed,Observed
Non-dropper,20,13,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,1186,3,42,45,1,1186,45,1,Observed,Observed,Observed
Non-dropper,20,14,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,1229,NA,NA,57.5,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Non-dropper,20,15,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,1272,3,67,70,1,1272,70,1,Observed,Observed,Observed
Non-dropper,20,16,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,1196,3,59,62,1,1196,62,1,Observed,Observed,Observed
Non-dropper,20,17,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,976,3,76,79,1,976,79,1,Observed,Observed,Observed
Non-dropper,20,18,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,1106,3,87,90,0,1106,90,1,Observed,Observed,Observed
Non-dropper,20,19,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,676,3,106,109,0,676,109,1,Observed,Observed,Observed
Non-dropper,20,20,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,491,NA,NA,102.5,0,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Non-dropper,20,21,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,306,3,93,96,0,306,96,1,Observed,Observed,Observed
Non-dropper,20,22,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,147,3,96,99,0,147,99,1,Observed,Observed,Observed
Non-dropper,20,23,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,46,3,96,99,0,46,99,1,Observed,Observed,Observed
Non-dropper,20,24,8/29/2024,3,"45,57",4,08/01/2024,81,5,W0,10,3,94,97,0,10,97,1,Observed,Observed,Observed
Mix,21,-2,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mix,21,0,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,151,3,0,3,1,151,3,1,Observed,Observed,Observed
Mix,21,1,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,276,3,0,3,1,276,3,1,Observed,Observed,Observed
Mix,21,2,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,306,3,0,3,1,306,3,1,Observed,Observed,Observed
Mix,21,3,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,286,3,0,3,1,286,3,1,Observed,Observed,Observed
Mix,21,4,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,302,3,0,3,1,302,3,1,Observed,Observed,Observed
Mix,21,5,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,364,3,0,3,1,364,3,1,Observed,Observed,Observed
Mix,21,6,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,437,NA,NA,3,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Mix,21,7,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,510,3,0,3,1,510,3,1,Observed,Observed,Observed
Mix,21,8,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,692,3,0,3,1,692,3,1,Observed,Observed,Observed
Mix,21,9,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,756,3,0,3,1,756,3,1,Observed,Observed,Observed
Mix,21,10,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,1672,3,0,3,1,1672,3,1,Observed,Observed,Observed
Mix,21,11,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,1926,3,0,3,1,1926,3,1,Observed,Observed,Observed
Mix,21,12,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,2300,3,0,3,1,2300,3,1,Observed,Observed,Observed
Mix,21,13,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,2500,3,12,15,1,2500,15,1,Observed,Observed,Observed
Mix,21,14,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,2500,NA,NA,10,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Mix,21,15,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,2500,3,2,5,1,2500,5,1,Observed,Observed,Observed
Mix,21,16,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,2500,3,3,6,1,2500,6,1,Observed,Observed,Observed
Mix,21,17,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,2500,3,4,7,0,2500,7,1,Observed,Observed,Observed
Mix,21,18,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,2500,3,16,19,0,2500,19,1,Observed,Observed,Observed
Mix,21,19,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,2500,3,22,25,0,2500,25,1,Observed,Observed,Observed
Mix,21,20,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,2500,NA,NA,33.5,0,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Mix,21,21,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,2500,3,39,42,0,2500,42,1,Observed,Observed,Observed
Mix,21,22,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,2500,3,46,49,0,2500,49,1,Observed,Observed,Observed
Mix,21,23,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,2500,3,49,52,0,2500,52,1,Observed,Observed,Observed
Mix,21,24,8/29/2024,3,"50,47",4,08/01/2024,94,6,W0,800,3,42,45,0,800,45,1,Observed,Observed,Observed
Dropper,22,-2,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Dropper,22,-1,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,88,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Dropper,22,0,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,201,3,0,3,1,201,3,1,Observed,Observed,Observed
Dropper,22,1,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,232,3,0,3,1,232,3,1,Observed,Observed,Observed
Dropper,22,2,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,198,3,0,3,1,198,3,1,Observed,Observed,Observed
Dropper,22,3,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,246,3,0,3,1,246,3,1,Observed,Observed,Observed
Dropper,22,4,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,242,3,0,3,1,242,3,1,Observed,Observed,Observed
Dropper,22,5,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,249,NA,NA,3,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Dropper,22,6,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,256,3,0,3,1,256,3,1,Observed,Observed,Observed
Dropper,22,7,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,278,3,0,3,1,278,3,1,Observed,Observed,Observed
Dropper,22,8,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,520,3,0,3,1,520,3,1,Observed,Observed,Observed
Dropper,22,9,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,686,3,0,3,1,686,3,1,Observed,Observed,Observed
Dropper,22,10,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,781,3,10,13,1,781,13,1,Observed,Observed,Observed
Dropper,22,11,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,879,3,15,18,1,879,18,1,Observed,Observed,Observed
Dropper,22,12,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,925.5,NA,NA,21,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Dropper,22,13,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,972,3,21,24,1,972,24,1,Observed,Observed,Observed
Dropper,22,14,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,1486,3,36,39,1,1486,39,1,Observed,Observed,Observed
Dropper,22,15,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,1923,3,43,46,1,1923,46,1,Observed,Observed,Observed
Dropper,22,16,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,1790,3,38,41,0,1790,41,0,Observed,Observed,Observed
Dropper,22,17,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,1221,NA,NA,45,0,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Dropper,22,18,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,652,3,46,49,0,652,49,0,Observed,Observed,Observed
Dropper,22,19,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,386.5,NA,NA,48,0,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Dropper,22,20,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,121,3,44,47,0,121,47,0,Observed,Observed,Observed
Dropper,22,21,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,0,3,36,39,0,0,39,0,Observed,Observed,Observed
Dropper,22,22,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,0,3,28,31,0,0,31,0,Observed,Observed,Observed
Dropper,22,23,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,0,3,19,22,0,0,22,0,Observed,Observed,Observed
Dropper,22,24,09/12/2024,3,"22,30",4,8/16/2024,37,3,W2,0,3,16,19,0,0,19,0,Observed,Observed,Observed
Non-dropper,23,-2,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Non-dropper,23,-1,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,91,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Non-dropper,23,0,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,192,3,0,3,1,192,3,1,Observed,Observed,Observed
Non-dropper,23,1,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,196,3,0,3,1,196,3,1,Observed,Observed,Observed
Non-dropper,23,2,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,178,3,0,3,1,178,3,1,Observed,Observed,Observed
Non-dropper,23,3,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,156,3,0,3,1,156,3,1,Observed,Observed,Observed
Non-dropper,23,4,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,132,3,0,3,1,132,3,1,Observed,Observed,Observed
Non-dropper,23,5,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,101,NA,NA,3,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Non-dropper,23,6,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,70,3,0,3,1,70,3,1,Observed,Observed,Observed
Non-dropper,23,7,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,73,3,0,3,1,73,3,1,Observed,Observed,Observed
Non-dropper,23,8,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,96,3,0,3,1,96,3,1,Observed,Observed,Observed
Non-dropper,23,9,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,89,3,12,15,1,89,15,1,Observed,Observed,Observed
Non-dropper,23,10,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,69,3,24,27,1,69,27,1,Observed,Observed,Observed
Non-dropper,23,11,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,60,3,19,22,1,60,22,1,Observed,Observed,Observed
Non-dropper,23,12,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,46.5,NA,NA,33,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Non-dropper,23,13,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,33,3,41,44,1,33,44,1,Observed,Observed,Observed
Non-dropper,23,14,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,21,3,51,54,1,21,54,1,Observed,Observed,Observed
Non-dropper,23,15,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,17,3,39,42,1,17,42,1,Observed,Observed,Observed
Non-dropper,23,16,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,18,3,14,17,1,18,17,1,Observed,Observed,Observed
Non-dropper,23,17,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,19.5,NA,NA,12.5,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Non-dropper,23,18,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,21,3,5,8,1,21,8,1,Observed,Observed,Observed
Non-dropper,23,19,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,27.5,NA,NA,9,1,NA,NA,NA,Interpolated,Interpolated,Forward-filled
Non-dropper,23,20,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,34,3,7,10,1,34,10,1,Observed,Observed,Observed
Non-dropper,23,21,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,23,3,7,10,1,23,10,1,Observed,Observed,Observed
Non-dropper,23,22,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,17,3,7,10,1,17,10,1,Observed,Observed,Observed
Non-dropper,23,23,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,25,3,7,10,1,25,10,1,Observed,Observed,Observed
Non-dropper,23,24,09/12/2024,3,"32,30",4,8/16/2024,32,1,W2,22,3,6,9,1,22,9,1,Observed,Observed,Observed
Mix,24,-2,09/12/2024,3,"34,26",4,8/16/2024,33,2,W2,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
